id,description,usersrated,average,name,sentiment
4374,"Object - The first player to make a continuous track connecting any two opposite sides of the gameboard is the winner.  The continuous winning track must be unbroken and connect directly from any one of the four terminals on one side of the board to any one of the four terminals on the opposite side of the board.  Players may play any octagonal piece from his stock of unplayed pieces, rotate any of his pieces already on the board, relocate any of his pieces, or place any of the common stock of pieces to make connections. ",101,5.3104,Crosstrack,0
329713,"Featuring the co-operative game system used in Portal's award-winning Detective: A Modern Crime Board Game, Dune: House Secrets delivers a deeply thematic experience that drops one-to-four players in the middle of the highest stakes unfolding on the harsh desert planet of Arrakis. In this story-driven adventure game, players take on the roles of rebels who must solve a series of challenging missions with a finite amount of time and resources. Players cooperatively make decisions on how to progress the story as they decide to explore different regions of the world, follow leads, leverage allies, and overcome opposition of all kinds. During gameplay, players use a variety of physical and digital game components  a deck of cards with essential clues and plot twists, a dozen physical handouts, and a dedicated website with additional resources  to steer the narrative in fun and surprising directions for a truly immersive experience. Beginning with an introductory prologue designed to get players acquainted with the massive Dune universe, the game then continues with three big adventures, each taking roughly two-to-three hours to play. During each episode, players can earn experience points to level up their characters in between missions and unlock new options in future gameplay. Each adventure can be played separately as standalone episodes, yet should players complete all three episodes, they will unravel a master game narrative with an epic climax and unforgettable resolution with lasting impact on the future two games in the trilogy. description from the publisher ",657,5.09955,Dune: House Secrets,0
408,"This is a non-collectible card game; it comes in sets of two pre-built factions (e.g. Rhinogoths & Monkus or Warus & Boarix). The Zoon are warring tribes of genetic experiments that humans left behind on Earth. Half human, half animal, the Zoon fight while humans observe their behavior from space. The El Moondo version came in sets of four factions decks, and contained rules for a four-player version, in addition to the standard two-player game. ",301,5.49435,Zoon,0
33569,"Players work together to climb the mountain, harvesting 26 edible and medicinal Plant Cards to fix 31 Trouble Card ailments along the way, gathering 2 blue huckleberry discs per player from the fruit patch at the top, and then returning everyone to Grandma's house before nightfall. ",142,5.49972,Wildcraft!,0
3004,"Includes three ways to play. Game 1 Each player draws four dice. Each player on their turn draws, rolls their dice, and places one of them in the dice tray. Any dice added to the tray must match by colour, number or letters. The first player to get rid of her dice is the winner. Game 2 Game 2 is a variant of Yacht where the object is to have the highest points score after 11 rounds of play. The player draws five dice out of the bag and rolls all of them. The player may then take up to two more rolls with their choice of one or more of these five dice. Simply put aside the dice you do not want to roll, and roll the rest. Any of these dice may be rolled in any of your three rolls, except that all five must be rolled on the first roll. At the end of your turn, you must score your exposed dice faces in one of the eleven spaces in your column of the scoring sheet. If you cannot or do not wish to enter a score in any of the eleven spaces, then you must score a zero in your choice of one of the eleven spaces. Game 3 All 24 spaces in the dice tray are used for Game 3. A player draws one die out of the bag, rolls it, and places it face up in any one of the 24 dice spaces in the tray. After the starting die is placed in the tray, the player to the left of the starting player draws four dice out of the bag and rolls them. The player looks at the dice to see if any of these can match the die already in the tray. The dice can match by either number, color or letter in any combination. If a match can be made, the player places the die in the tray and scores points. Dice are scored by making strings of two or more adjacent dice, all of the same color or kind. All numbered faces (0 through 9) score as their numerical value. The R, S and D2 each score as 20 points. The W and WD4 are not scored. After a player finishes their turn, the next player takes a turn using the same dice. Thus a player will usually begin her turn with one less die than the previous player. In this way, the first player will have four dice to roll, the second three, the third will have two, and so on. When a player, down to only one die, is able to play it, then the next player starts the pattern over again by drawing four fresh dice from the bag, rolls them and play proceeds from there. The game ends when the dice tray is full. The winner is the player with the highest total score. ",107,4.92467,UNO Dice,0
92094,"Based on the wily and compelling BBC TV quiz show, this game brings all the best features straight from the studio to your living room. How it works... Each question has been given to a group of 100 people who are asked to give as many correct answers as they can within 100 seconds. Questions are list based and will have numerous possible answers. Any correct answer given that none of the 100 people remembered would, therefore, be worth zero points - these are Pointless answers and are the holy grail for players in Pointless. Who will carry off the Pointless 'Trophy' amongst your family and friends. For example, if the question asks you to name a film starring Leonardo DiCaprio, Titanic is not a good answer as 88 people in the survey gave this. Anybody who says The Man in the Iron Mask gets a much better score of 6 points. ",197,5.23827,Pointless: The Board Game,0
46745,Prove you are the bravest knight of all by being the first one to summon the dragon from the top of the volcano. Avoid the lava and block your opponents as you climb to victory. With the LEGO Dice no two games of Lava Dragon are ever the same. ,272,5.10478,Lava Dragon,0
2816,"This game is played on a large board like a soccer field, approx 100x80cm. The players each have a rotating plastic gun attached to their end of the board, behind a wire goal frame. The idea is to fire ball bearings from the gun to knock your puck into your opponents goal, and keep theirs  away from yours. The board is slightly curved to cause the balls to roll into pots at each end for re-use. A new version has been released by MB. The new version has more than one puck, and a smaller, rounded board. The original version came out in the 1970's and had a rectangular board and simple round pucks. This game is similar to Gunfight at OK Corral. ",551,5.38954,Crossfire,0
179701,"Game of Phones works along the lines of Apples to Apples, with one player serving as judge each round and the other players usually trying to do something so that the judge awards them the point for that round. For this game, all of the challenges involve you using your smartphone. More specifically, the judge draws a card for the round and reads the prompt to everyone else, e.g., ""Find the best #selfie"" or ""Show the last photo you took"" or ""Find the weirdest Google Image search result for your name"". Everyone finds something on their phones and shows the judge, who then chooses a winner for that round. The first player to win ten rounds wins the game. ",118,5.28836,Game of Phones,0
7960,"Flags of the World is a fun and educative card game that includes all the independent countries in the world. The game that helps you to learn all the flags of the world, the location of the countries and lots of other interesting information. The game contains 200 cards and a world map. Flags of the World is an interesting game that can be played everywhere! Very similar to, and intended as travel version of, Flags World Tour. ",213,5.45797,Flags of the World,0
6420,"A version of Cranium ""scaled down"" for kids, although the game should still appeal to adults who like Cranium.  Here's the manufacturer's information: ""With a variety of hilarious activities, Cranium Cadoo gets kids thinking, creating, giggling, grinning, and laughing like crazy as they try to get four in a row to win. With so many different activities, there is something in Cranium Cadoo that will make every kid hoot and high-five. They might even discover a talent they never knew they had! And kids just love the cool Cranium Clay, funky tokens, and especially the Secret Decoder Mask. Whether kids love to act, puzzle, sketch, sculpt, or even crack secret codes, Cranium Cadoo has something for everyoneincluding you!"" ",663,5.30784,Cranium Cadoo,0
197909,"Shark Island is a semi-cooperative game for 25 players that pits up to four shark hunters against a monstrous great white shark (which is controlled by a player) that is working to terrorize the island. The hunters must work together to maximize their skills to search the surrounding waters and locate the shark before it can bring more terror to the island, or quickly respond after it attacks to do as much damage to the creature as they can. When the shark is found, the hunters engage in a rapid form of combat, intent on killing it or driving it to sea. If the hunters kill the shark, they win! The shark needs to outsmart the hunters and terrorize the island to accumulate enough terror to win the game by achieving the terror goal they chose at the start of play, which includes a minimum of nine terror tokens. The game takes place over several turns, made up of three phases. The shark tries to hide among debris and other sea creatures, and the hunters try to flush out the shark that can ultimately lead to an all versus one card battle. Special abilities of the shark and hunters can influence the outcome of the game. ",174,5.26207,Shark Island,0
193329,"Limite limite is a French implementation of Cards Against Humanity. The lead player in turn chooses a question with a blank space, other players must choose an answer that must be funny, with the proposed cards having a big chance of being offensive. A strong knowledge of French language and culture (it that exists) is recommended to understand everything. ",137,5.31175,Limite limite,0
18755,"The game revolves around the gag of getting a pie in the face. There is a mechanical device with an arm that holds a sponge that you cover with shaving cream to simulate the pie. On your turn you place your face in the target area of the device, spin the spinner and twist the handle that number of times. Much like a slot machine you never can be sure when the payoff will come. You then score points for the number you spun if you dont get the pie in the face. ",521,4.76427,Pie Face!,0
159437,"iGranie z Gruzem simulates living in Poland, as seen by a satiric cartoonist Kobieta limak. Players assume the roles of a young people, freshly graduated from college, with no perspectives for their further lives. Each character has a goal of gathering 15 food, 15 money, and 15 resourcefulness to achieve their dream goals. Each also has some unique abilities to help them advance. Players take turns rolling a die to move on the board. Along the way they will draw cards related to the area they are in -  some examples involve: a new assignment at work, acquiring groceries (not necessarily by shopping), or having an intimate encounter. Each turn characters need to eat, and once in while they will also have to pay rent. Failure to meet these requirement will have unpleasant consequences. ",153,5.37843,iGranie z Gruzem,0
50849,"A single die game/activity akin to LCR or Dreidel. Roll the die: the Boomb either stays put, changes owners, or explodes. Last person in wins. (From the publisher's webpage) Fun, Silly, easy to learn and loads of fun! Le Boomb is a casual, social game for 2-16+ players ages 6 and older. You can play in about 5-15 minutes. Here's all you need for a portable game party: 1 custom die that tucks into your special ""boomb""! Le Boomb!, a quick brilliant silly little game based entirely on luck, that turns any gathering into a party! A simple portable party game--fast, frantic and loads of fun, which capitalizes on players desire to survive. Each copy of Le Boomb contains: . 1 die . 1 bomb (for play and for die storage) ",385,4.49695,Le Boomb!,0
120426,"In Redshirts  which is based on a television franchise never to be named for legal reasons  players take on the role of Starship Captains, with a random assortment of Redshirts, which are junior level crewmen. The goal of the game is to be the first player to eliminate all of his own Redshirts. Each player has a hand of cards that allows him to assign missions, issue equipment, travel to exotic locations, or use temporary abilities. Players frequently wind up with more cards than they can hold, which forces them to make strategic decisions about how to proceed. Each Redshirt has its own combination of abilities and powers, and the players must find a way to match their crew up against missions where they cannot succeed. Other players ""help"" by offering the doomed Redshirt additional aid in an attempt to keep it alive. ",371,4.60648,Redshirts,0
21702,"In this fast-paced, feeding-frenzy card game, players use their Big Fish to eat Lil' Fish.  But beware of the prickly PUFFER fish that can't be eaten or you'll wind up with the whole pile of fish cards.  The first person to get rid of all of their cards wins! ",110,4.57364,Big Fish Lil' Fish,0
31145,"From Hasbro: Now you can bring the hit TV quiz show home!  Find out if you make the grade! Play the game that pits the kids against the grownups for ultimate bragging rights. All you have to do to claim victory is answer 11 questions that the average 5th grader knows. Sounds like child's play, but would you know... Which U.S. President is featured on the face of a nickel? What is the heaviest land animal? What geologic era are we in right now? A decagon has how many sides? ...or would you need to ""cheat"" off a classmate to answer correctly? You may not have all the answers, but know you'll either walk away with the $1,000,000 prize or have to admit, ""I am not smarter than a 5th grader."" Object: Be first to win a million dollars! If no player reaches the Million Dollar level, the  player with the most money wins the game. Contents:     300 Question cards     Card Reader Sleeve     2 Gameboards     4 Money Marker Pawn     10 Grade Markers     2 ""Cheat"" Pawns     1 ""Save"" Pawn     12 $1,000 Tokens     Pad and Pencils     card tray ",301,4.15369,Are You Smarter Than a 5th Grader?,0
182875,"Thirty years have passed since the Romans left Britain. The power of the Picts and the Scots is growing, and they are pushing inland. In order to save Britain, the great chieftain Vortigern has asked the Saxon brothers Hengist and Horsa to help defend Britain. You and your brother agree to help, but over the years Vortigern has become greedy and does not pay you enough. It is time for you to take matters into your own hands and take what is rightfully yours! You have good maps, strong fighters, and stout boats. The coast is littered with villages, towns, monasteries, and estates. All are waiting to be pillaged! Who will win the thrilling hunt for fame and fortune: Hengist or Horsa? In Hengist, both players compete for the same treasure tiles. The player who reaches a treasure tile with one of his raiding groups first gets the tile  but a part of the road is hidden and must be explored first. Not always is the direct path the most successful way. The player who uses their cards wisely and has a little bit of luck will get the more valuable treasure tiles and win the game. ",768,4.76672,Hengist,0
136117,"The Walking Dead Card Game, based on Wolfgang Kramer's 6 nimmt!, features the same basic gameplay as that card game while adding six character cards and two modes of play: Survival and Hero. To play the game, you shuffle the 104 number cards, lay out four cards face-up to start the four rows, then deal a number of cards to each player. Each turn, players simultaneously choose and reveal a card from their hand, then add the cards to the rows, with cards being placed in ascending order based on their number; each card is placed in the row that ends with the highest number that's below the card's number. When the sixth card is placed in a row, the owner of that card claims the other five cards and the sixth card becomes the first card in a new row. In addition to a number from 1 to 104, each card has a zombie point value. In Survival mode (for 3-10 players), players want to collect as few points as possible, while in Hero mode (for 2-6 players) you want to collect more zombie points than anyone else. In Hero mode, each player has a single-use character card that can give you an extra advantage in the round in which you play it. ",514,5.49239,The Walking Dead Card Game,0
5272,"Hilarium is a party game where players draw cards with all kinds of wild actions on them.  Then everyone acts, yells or just sings out what's on their cards--all at once! Every card has an exact match, so try to find the player who is acting out what's on your card.  Find that match and you score!  But don't get stuck with the Gotcha Card...that one will cost you. ",160,5.4575,Hilarium,0
24627,"""Ship-to-ship game play, and powerful star fleets at your command! Build your fleet, challenge your friends, and conquer the galaxy. Assemble star fighters, transports, and capital ships from across the Star Wars saga into unstoppable armadas! Pit fleet against fleet in fast, head-to-head combat involving maneuverable starships and massive weapon platforms! Will the forces of the dark side crush the galaxy, or will the champions of the light side prevail? The fate of worlds rests in your hands!"" ",434,5.48281,Star Wars Miniatures: Starship Battles,0
2799,"Arabian Nightmare: The Kuwait War, was designed and published while the late 1990 events in Kuwait were still unfolding, so in effect it was a near-future game which became an historical game within a few months. The game has one map and 300 counters. The map covers the Persian Gulf, Saudi Arabia, the eastern part of Iraq and its border with Iran. Turn/Time Scale is 1-3 days per Military Action Segment and 4-6 days per Political Action Segment (a full turn is 2 MAS and 1 PAS, so 6-12 days total). The game may be played using only the Military rules, the Political rules or both sets. There is an Introductory Game as well. There are 7 scenarios including the full campaign. This is a medium-high complexity game with many creative mechanisms and special rules. For the experienced wargamer. This game was published in Strategy & Tactics magazine #139. Game Scale: Turn: 1-3 days for Military Action Segments (combat units), 3-6 days for Political Action Segments Hex: 30 km Unit: Battalion to Corps, Naval Squadrons, Air Wings Game Inventory: One 22"" X 34"" mapsheet Two countersheet (300 1/2"" counters) One 28 page Military Game Rules booklet One 12 page Political Game Rules booklet (2nd Folio Edition only) One 8 page introductory Game Rules booklet (2nd Folio Edition only) One 12 page Summary Sheet Rules booklet ",105,5.20762,Arabian Nightmare: The Kuwait War,0
38001,"Black Stories goes to board game. 80 brand-new black stories. The bloody knife (spinner) decides - will you gain new blood-tokens or will you lose some? Will you be the master of a new Black Story? Do you have to give hints by answering questions, by doing some pantomime or by sketching something? The player with the most blood tokens will win the game. This game gives some new dimensions to the existing concept of Black Stories and can be combined with any other set of Black Stories. ",107,4.70327,Black Stories: Das Spiel,0
31936,"""Roll the dice to move your pawns or steal them from your opponents. In the lead? Just wait. One roll and the tables could turn. Move all your pawns home to win."" - Hasbro Press release. Part of the Hasbro Express Line. ",116,4.62457,Sorry! Express,0
3602,"""Kriegspiel is a full-scale wargame between two nations.""  In the advanced book it says ""Of all the games in the Avalon Hill line this game is best suited for introducing novices to the growing science of game strategy.""  A basic traditional hex and counter turn based wargame, units having combat and movement factors.  Combat results are done by computing odds  (1-1, 1-2, 3-1, etc) and using a CRT by cross-referencing one of 4 defending strategies and 3 attacking strategies (no dice).  Victory is by reducing the opponent to 20 combat factors or occupying all of the opposing cities.  Advanced game adds reinforcements, weather, air power, supply, etc. Famous for the traveling Kriegspiel sold as the final item at the GenCon auction every year. ",311,4.84862,Kriegspiel,0
149051,"Each player on their turn spins a spinner and moves to the matching color.  If the spot landed on is a 'slide' that player's token moves either forward or backward depending on the slide.  Also on the spinner are 'flip' and 'shuffle' which allow the players to flip or shuffle the rooms which contain the slides, changing the location and direction of the slides on the board. ",157,4.16298,Surprise Slides Game,0
22861,"From the Gamewright website: Roll the dice but don't lose your mice! In this fast moving game, try to keep your mice away from the kitty. Roll an arrow and pass one to the left. Roll a sleeping cat and you're lucky to squeak by. But roll a bowl and it's dinner time for kitty! The last player left with mice wins. Feed the Kitty is as simple as a cats life. Mice are on the menu, and as they move from place to place, its anyones guess who will end up hungry and who will get to have a full belly. Will you be caught catnapping or will you pounce into the lead? The answer is all in the roll of the dice! Ages 4 and up, no reading required. ",480,4.86332,Feed the Kitty,0
116593,"BASIC DESCRIPTION: The UNO Dice Game attempts to translate the original UNO card game into a two player dice game.  It was released during the 2011 Christmas season and displayed along with other Mattel dice games in the same type of soda can tin packaging. COMPONENTS: The game includes 11 dice.  Each die is unique and has some combination of faces in the four UNO colors (yellow, green, blue and red).  The die faces include: 1, 2, 3, 4, 5, draw one, draw two, and wild (in black).  Note that there are no die faces that represent the Skip or Reverse cards from the original UNO card game (presumably because this is just a 2 player game). GAMEPLAY: The game mechanic is simple and mimics the original UNO card game.  To begin, 5 dice are randomly given to each of the two players.  These dice take the place of a players hand of cards in the original UNO card game.  The 11th die is left in the middle of the play area to form the start of the dice line (think UNO discard stack from the original card game).  The starting player rolls their dice and has to match either the color or value of the most recently placed die in the dice line.  That player's matching die is placed in the dice line and will have to be matched by the next player.  Play continues as players take turns rolling their hand of dice and adding one matching die from their hand to the dice line each turn until they only have one die left in their hand.  The player must then say ""UNO!"" or be penalized.  The penalty for not remembering to say ""UNO!"" is similar to the draw one and draw two die faces:  the affected player must take the appropriate number of dice from the end of the dice line.  The first player with no dice left wins.  The winning player's score is based on the faces of the dice left in front of their opponent.  Alternate rules are provided to ignore scoring and simply play the best out of 3 games. PACKAGING: This edition was packaged in a creative looking tin that was made to resemble an aluminum soda can--complete with Nutrition Facts label.  The top of the can pops off (twist to open).  The one sheet of rules and 11 dice fit inside the tin with a cardboard insert to help dampen the sound of the dice in the tin.  The tin also has a coin slot in the top that holds the a plastic hook to allow it to be hung for selling/display purposes. ",203,4.98773,UNO Dice Game,0
2223,"Players race to empty their hands and catch opposing players with cards left in theirs, which score points. In turns, players attempt to play a card by matching its color, number, or word to the topmost card on the discard pile. If unable to play, players draw a card from the draw pile, and if still unable to play, they pass their turn. Wild and special cards spice things up a bit. UNO is a commercial version of Crazy Eights, a public domain card game played with a standard deck of playing cards. This entry includes all themed versions of UNO that do not include new cards. ",30643,5.46456,UNO,0
198447,"""Give me the child. Through dangers untold and hardships unnumbered, I have fought my way here to the castle beyond the Goblin City to take back the child that you have stolen, for my will is as strong as yours, and my kingdom as great."" Jim Henson's Labyrinth: The Board Game is a beautiful exploration of the movie for 1-5 players in which Sarah, Ludo, Sir Didymus and Hoggle must adventure through the labyrinth and make their way to the goblin city to save Toby from Jareth, the goblin king! The board is very simplistic, beautifully illustrated and dominated by the titular Labyrinth. This is the maze that players must navigate every time they wish to save Sarahs baby brother. Each game is different with the blank card spaces being filled with the magical encounters and monsters that are depicted on the deck of cards that comes with the game, this ensures a great deal of replayability and unpredictability in the game, giving the Labyrinth its signature feel. The game consists of two distinct stages, one in which the group must adventure through the labyrinth trying to find the goblin city whilst keeping their willpower as high as possible (nobody wants to fall into the oubliette!), and a second stage in which the players must fight their way into Jareth's castle where Sarah must say themagical words that will release her brother. ",805,5.26575,Jim Henson's Labyrinth: The Board Game,0
14076,"From the publisher: ""The Ladybug Game is designed for interactive play between parents and children. Parents are encouraged to read a lively introductory story about the adventures of four ladybugs  Ella Yellow, Rickie Red, Tommy Teal and Olivia Orange. The object of the game is to help them find their way back home (a rosebush) after a windstorm launches them airborne and they land on a faraway dirt pile. The first ladybug to find her way home is the winner. Along the way, the ladybugs encounter various hazards such as tall grass, praying mantis, aphids and ants. The Ladybug Game was invented by Kylie Copenhagen, a first grader in California who loves ladybugs."" ",187,4.5078,The Ladybug Game,0
281429,"Mammalath is an animal-themed board game inspired by the idea of having a winning condition and a losing condition thats a subset of the winning condition, as seen in Yavalath (by Cameron Brownes Ludi) and Manalath (by Dieter Stein and Nstor Romeral Andrs). The goal is to capture three squares in a horizontal, vertical, or diagonal row which dont contain animals. However, if you make three in a row and at least one animal is in those cells, you lose! (Think of the members of an animal activist group getting angry at you for capturing the animals.) To win, you must strategically free the animals while going for three in a row. description from the designer ",105,5.46811,Mammalath,0
25144,"Dart Wars is world conquest game played with darts. Players choose their homeland by throwing a dart on it, then they place 3 troops on it. A turn consists of each player throwing 3 darts and then moving a troop for each dart if the move is possible. Troops can move from country to country through a common border (be it physical country border or square tile border). When a player arrives in a country where nobody has ever come, he earns a new troop which he places in this country. When a troop arrives in a zone (earth or water) already occupied by an enemy troop, combat erupts. The conflict takes place on the target, the player whose dart is closer to the center is the winner and converts the other troop in one of his. The games purpose is to conquer your opponents homelands, clearing all their troops present there.  The winner is the last player to have protected his country. When a player loses his homeland, he becomes the slave of his conqueror and carries on playing with his troops present in other parts of the world but has to obey his master. This game won a prize at the 2005 International Contest of Boardgames Creators of Boulogne (France), and will be available at ESSEN 2006. To have the best results in the sticking of the darts on the map, the map has to be hung quite high on the wall. A good height consists in putting the center of the small red and white target at the level of the players' eyes. In that configuration, the trajectory of the darts is optimum and they stick very well. ",143,5.22308,Dart Wars,0
110525,"One treasure is hidden under each tree in the forest. As you move from tree to tree, you get to peek at the treasures you find. Can you remember where each one is hidden? When the king asks where one of the treasures is, players race to reach the castle with the right information. Playable with only 2-4 players, Sagaland Mini is the smaller brother, the travel version of Spiel des Jahres-winning Sagaland (Enchanted Forest) with only 7 trees, 7 cards and a board consisting of fewer spaces. Re-implements:     Enchanted Forest ",114,5.35333,Sagaland Mitbringspiel,0
5244,"A  Star Wars based game in which you command a squadron of three X-wing fighters and try to drop your proton torpedoes down the ventilation shaft of the Death Star before it can destroy Yavin IV.  A spinner dictates movement and determines the results of the battles.  Darth Vader can pop up to cause trouble, but watch for the Millennium Falcon coming to the rescue! This is one of two games released by Kenner almost concurrently with the original Star Wars movie (Star Wars: Escape from Death Star Game is the other). Though named the same as Star Wars: Destroy Death Star Game, these are much different games. ",112,5.44196,Star Wars: Destroy Death Star Game,0
1178,"The Pharaoh has built a very mysterious pyramid with long corridors full of secret doors leading to the treasure chamber, which is guarded by three mighty sphinxes. Without the right sphinx cards you cannot reveal their secrets and cannot get past them. Listen to the clues from the mummies, collect the sphinx cards as you pass through the corridors and conquer the sphinxes...only then can you get to the legendary treasure! OBJECT OF THE GAME - The player who reaches the treasure room in the center of the game board and conquers the three sphinx with the correct Sphinx cards wins the game. ---From the rulebook--- ",283,5.3521,Sphinx,0
143508,"In World War Z: The Game, a strategy game based on the movie and book of the same name, players work together to stop the spread of the zombie pandemic across the globe. Two to four players begin the game by choosing an ability-granting Role Card and starting in the United States. Players roll a die to initiate the zombie threat, represented by horde tokens of strengths 1 through 4 placed in zones around the board. Special ""grey zones"" represent lack of intel by featuring face-down tokens with zombie hordes of unknown strengths. Throughout the game, players travel to different zones and battle the zombie hordes in those locations by rolling dice and adding effects of Combat Cards. The game features a die-based combat system. Humans always roll a six-sided die, while the hordes are represented by either a six-, eight-, ten-, or twelve-sided die depending on their strength. Humans may modify their role or add additional effects by playing Combat Cards, which consist of reusable Weapons (including Lobos, slang for ""Lobotomizers"") and one-shot Tactics (like Booby Traps or Redeployment). Every time a human wins a battle, the zombie horde strength decreases by one level, while victories for zombies cause players to discard Combat Cards. At the end of each turn, humans draw a Threat Escalation card to reveal how the zombie threat has grown. Though players start the game working together against the zombies, when a player loses all his Combat cards, he becomes one of the undead. Player-zombies can manipulate the hordes on the board to attack other humans and to escalate the zombie threat. The game ends after a predetermined number of rounds based on the number of players (six rounds for four players, seven for three, and eight for two). At the end of the game, if more than ten total zombie hordes of strength 3 or 4 still remain on the map, the humans lose (and any zombie players win). If ten or fewer such hordes remain, the humans collectively win. ",119,4.43571,World War Z: The Game,0
1428,"Image is a trivia game in the 3M Bookshelf Series where the players have a historical or fictional character in mind and then they play cards which describes the person: - Place where they lived or were born (Albert Schweitzer was born in France and known in his work in Africa so France, Europe, Africa are all good.) - Time when they lived (for Scheitzer, 19th and 20th Centuries) - Activity: (Schweitzer was well known in Medicine, Music, Religion, Exploration, etc.) - Status cards: (Living/Dead, Fictional/nonFictional, etc.) - The first letter of their last name. This action closes the image and it scores for the player who played the letter card. The players score points for the number of cards played on an image. You may play a card on another player's image (and thus possibly steal it.) And an image can be challenged and if the player has no one in mind, he is penalized. The deck contains 112 cards. ",196,5.06276,Image,0
6532,The Australian edition of Monopoly utilizing local properties and utilities.  Supplied in the long flat box that is still popular down under. ,110,4.49545,Monopoly: Australian Edition,0
62,"Players are a group of explorers in a pyramid attempting to learn forbidden knowledge and find treasure. However the pyramid has many traps and tricks, and lurking about is the Mummy who will not rest until all are dead.  Comes with a 3D three level gameboard that players have to ascend and metal miniatures. Expanded by Curse of the Mummy's Tomb: In Search of Eternity Flavour text from the box: ""When the moon conjoins with the planet of the God Anubis, the elixir of eternal life will flow.  Whoever partakes of the sacred waters shall stay youthful for one hundred years.  Immortality is the reward for he who overcomes the dead that walk."" ",355,5.31014,Curse of the Mummy's Tomb,0
1170,"Against the sand timer, you've got to match off 8 dice against the cards you've been dealt. The dice show various pumpkin heads from Halloween, with different eyes, mouths and stems. Grab the dice that match your cards and pass them for checking. If you're correct, grab some sweets, but if you're wrong, your checker dumps one of their cards on you. Play some rounds and the most sweets wins. ",200,4.4716,Trick 'r Treat,0
89976,"In this game, everyone plays at the same time, and players' speed and memory skills get a thorough workout! A number of ""monster"" tiles are spread face down on the table. The aim of the game is to collect as many families of three identical monsters as possible, without being fooled by similar-looking impostors! When the game starts, each player (using one hand only) must turn over and pick up as many ""monster"" tiles as possible, one by one. Each tile thus collected is placed face down in the player's other hand. Once a player has placed a tile in their second hand, they cannot look at it again or put it back on the table. Any mistakes will cost you dearly, with penalty points at the end of the game for incomplete and mismatched families. A limited number of ""trophy"" tiles are laid out face up alongside the ""monster"" tiles. Bonus points are awarded for each ""trophy"" tile at the end of the game. At any time, a player can pick up the highest-value ""trophy"" tile still available and place it in their other hand. The player must then stop playing. When the last ""trophy"" tile is taken, all the players who have collected a ""trophy"" tile and stopped playing start calling out a ten-second countdown. The game ends when the countdown reaches zero and any players without a ""trophy"" tile must also stop playing. ",183,5.41388,Bugs & Co,0
4126,"Dixie appeared in Strategy & Tactics magazine #54, Jan-Feb 1976 as well as a folio edition. From the introduction: Dixie is a brigade/division/corps level simulation of an alternate-history conflict. Dixie posits that the Confederate States of America had successfully waged the first American Civil War and survived as an independent political/economic entity. The game further posits that these two independent countries wage a modern war during the late 1930s. Variant counters and rules were published in Strategy & Tactics magazine #226 - Jan/Feb 2005. ",139,4.63957,Dixie: The Second War Between the States,0
151367,"Now you can play the outrageous party game version of the popular app seen on The Ellen Degeneres Show! Slip on a headband and load it with cards. Can you guess the words you're wearing based on other players' clues? Earn chips with each correct answer. Earn the most, and you win! Includes: 200 Cards (50 in each of 4 categories), 6 Headbands, 48 Chips, 1-Minute Sand Timer, Instructions ",207,5.33369,Heads Up!: Party Game,0
24116,"This GoL version is based on the PotC films. Players join Captain Jack Sparrow and move their ships across the Caribbean - raiding ships, visiting ports, fighting cannibals, and gathering booty, all while avoiding Davey Jones and his Kraken. The player that reaches Isla Cruces with the most treasure wins. ",205,5.35659,The Game of Life: Pirates of the Caribbean – Dead Man's Chest,0
7422,"Objective is to get through your middle years with more money, less stress and fewer divorce points than your opponents or to declare a MID-LIFE CRISIS in which case you must go broke, get divorced and crack up before anyone else reaches the end of the game. The game consists of actioning Crisis Cards, playing ZAP! cards on other players, paying other players for their professional assistance and accumulating (or not!) stress points, divorce points and money. ",103,4.02388,Mid-Life Crisis,0
